employee_id,job_title,department,location,cost_center,shift,manager_id
EMP_29321,Consultor de BI,Operações,Salvador,CC029,Afternoon,EMP_00957
EMP_29322,Engenheiro de Dados,TI,Curitiba,CC019,Afternoon,EMP_00073
EMP_29323,Coordenador de TI,Recursos Humanos,Porto Alegre,CC016,Afternoon,EMP_00136
EMP_29324,Coordenador de TI,TI,Porto Alegre,CC039,Night,EMP_00723
EMP_29325,Engenheiro de Dados,Operações,Rio de Janeiro,CC039,Afternoon,EMP_00253
EMP_29326,Diretor de Operações,TI,Belo Horizonte,CC044,Afternoon,EMP_00460
EMP_29327,Engenheiro de Dados,Recursos Humanos,Porto Alegre,CC012,Night,EMP_00689
EMP_29328,Analista de Dados,Financeiro,Belo Horizonte,CC044,Night,EMP_00342
EMP_29329,Gerente de RH,Marketing,Rio de Janeiro,CC025,Morning,EMP_00374
EMP_29330,Estagiário,Operações,Fortaleza,CC026,Morning,EMP_00257
EMP_29331,Diretor de Operações,TI,Porto Alegre,CC004,Morning,EMP_00116
EMP_29332,Auxiliar Administrativo,Financeiro,Curitiba,CC015,Morning,EMP_00332
EMP_29333,Estagiário,Marketing,São Paulo,CC029,Morning,EMP_00537
EMP_29334,Desenvolvedor Python,Marketing,Salvador,CC011,Afternoon,EMP_00725
EMP_29335,Consultor de BI,TI,Salvador,CC020,Afternoon,EMP_00689
EMP_29336,Estagiário,TI,Curitiba,CC003,Morning,EMP_00424
EMP_29337,Diretor de Operações,Vendas,Rio de Janeiro,CC028,Morning,EMP_00695
EMP_29338,Analista de Dados,TI,Belo Horizonte,CC049,Morning,EMP_00469
EMP_29339,Analista de Dados,TI,São Paulo,CC021,Afternoon,EMP_00931
EMP_29340,Desenvolvedor Python,Operações,Porto Alegre,CC047,Morning,EMP_00476
EMP_29341,Gerente de RH,Financeiro,Salvador,CC002,Morning,EMP_00599
EMP_29342,Auxiliar Administrativo,Vendas,Curitiba,CC045,Morning,EMP_00703
EMP_29343,Analista Financeiro,Marketing,Salvador,CC010,Morning,EMP_00798
EMP_29344,Estagiário,Recursos Humanos,Porto Alegre,CC028,Morning,EMP_00065
EMP_29345,Coordenador de TI,Recursos Humanos,Belo Horizonte,CC050,Morning,EMP_00018
EMP_29346,Gerente de RH,Financeiro,Curitiba,CC041,Afternoon,EMP_00495
EMP_29347,Gerente de RH,Vendas,Porto Alegre,CC026,Morning,EMP_00041
EMP_29348,Consultor de BI,Operações,Rio de Janeiro,CC038,Night,EMP_00950
EMP_29349,Gerente de RH,Marketing,Porto Alegre,CC001,Afternoon,EMP_00301
EMP_29350,Coordenador de TI,Recursos Humanos,Curitiba,CC041,Afternoon,EMP_00809
EMP_29351,Consultor de BI,Jurídico,Fortaleza,CC013,Morning,EMP_00963
EMP_29352,Estagiário,Vendas,São Paulo,CC006,Morning,EMP_00334
EMP_29353,Engenheiro de Dados,Financeiro,Belo Horizonte,CC045,Morning,EMP_00122
EMP_29354,Estagiário,TI,Belo Horizonte,CC008,Morning,EMP_00380
EMP_29355,Engenheiro de Dados,TI,Salvador,CC040,Night,EMP_00462
EMP_29356,Diretor de Operações,Vendas,Salvador,CC001,Morning,EMP_00606
EMP_29357,Analista de Dados,Operações,Curitiba,CC042,Afternoon,EMP_00499
EMP_29358,Gerente de RH,Recursos Humanos,Belo Horizonte,CC046,Morning,EMP_00574
EMP_29359,Coordenador de TI,Financeiro,Rio de Janeiro,CC031,Morning,EMP_00817
EMP_29360,Engenheiro de Dados,Marketing,Curitiba,CC040,Morning,EMP_00887
EMP_29361,Analista Financeiro,TI,Rio de Janeiro,CC031,Morning,EMP_00617
EMP_29362,Analista Financeiro,TI,Curitiba,CC036,Morning,EMP_00175
EMP_29363,Engenheiro de Dados,Vendas,São Paulo,CC019,Night,EMP_00805
EMP_29364,Analista Financeiro,Marketing,Curitiba,CC035,Morning,EMP_00610
EMP_29365,Analista de Dados,Recursos Humanos,Rio de Janeiro,CC009,Morning,EMP_00794
EMP_29366,Auxiliar Administrativo,Financeiro,Porto Alegre,CC040,Morning,EMP_00261
EMP_29367,Auxiliar Administrativo,Marketing,Curitiba,CC016,Morning,EMP_00458
EMP_29368,Desenvolvedor Python,Financeiro,Curitiba,CC019,Morning,EMP_00009
EMP_29369,Consultor de BI,Jurídico,Fortaleza,CC042,Night,EMP_00019
EMP_29370,Auxiliar Administrativo,Operações,Belo Horizonte,CC020,Morning,EMP_00216
EMP_29371,Engenheiro de Dados,Financeiro,Porto Alegre,CC033,Morning,EMP_00576
EMP_29372,Auxiliar Administrativo,Financeiro,Curitiba,CC049,Morning,EMP_00273
EMP_29373,Auxiliar Administrativo,Recursos Humanos,Fortaleza,CC004,Morning,EMP_00005
EMP_29374,Diretor de Operações,Vendas,Porto Alegre,CC045,Afternoon,EMP_00873
EMP_29375,Engenheiro de Dados,TI,São Paulo,CC002,Afternoon,EMP_00798
EMP_29376,Estagiário,Vendas,Porto Alegre,CC028,Morning,EMP_00196
EMP_29377,Desenvolvedor Python,Operações,Belo Horizonte,CC045,Afternoon,EMP_00804
EMP_29378,Gerente de RH,Operações,Rio de Janeiro,CC025,Morning,EMP_00109
EMP_29379,Estagiário,Marketing,Salvador,CC035,Morning,EMP_00691
EMP_29380,Desenvolvedor Python,Jurídico,Salvador,CC035,Morning,EMP_00229
EMP_29381,Desenvolvedor Python,Recursos Humanos,Belo Horizonte,CC038,Morning,EMP_00906
EMP_29382,Diretor de Operações,Operações,Rio de Janeiro,CC047,Morning,EMP_00985
EMP_29383,Diretor de Operações,Financeiro,Rio de Janeiro,CC004,Morning,EMP_00523
EMP_29384,Desenvolvedor Python,Operações,Rio de Janeiro,CC050,Afternoon,EMP_00651
EMP_29385,Estagiário,Operações,Fortaleza,CC015,Night,EMP_00514
EMP_29386,Desenvolvedor Python,Operações,São Paulo,CC011,Morning,EMP_00354
EMP_29387,Consultor de BI,Vendas,Curitiba,CC004,Morning,EMP_00210
EMP_29388,Consultor de BI,Marketing,Salvador,CC002,Morning,EMP_00362
EMP_29389,Gerente de RH,Marketing,São Paulo,CC046,Morning,EMP_00694
EMP_29390,Diretor de Operações,Operações,Belo Horizonte,CC022,Morning,EMP_00296
EMP_29391,Auxiliar Administrativo,Marketing,Fortaleza,CC022,Morning,EMP_00500
EMP_29392,Diretor de Operações,Recursos Humanos,Rio de Janeiro,CC032,Morning,EMP_00020
EMP_29393,Engenheiro de Dados,Financeiro,Rio de Janeiro,CC047,Morning,EMP_00730
EMP_29394,Analista de Dados,Operações,Belo Horizonte,CC035,Night,EMP_00580
EMP_29395,Diretor de Operações,Recursos Humanos,Fortaleza,CC037,Morning,EMP_00502
EMP_29396,Diretor de Operações,Operações,São Paulo,CC029,Afternoon,EMP_00550
EMP_29397,Estagiário,Recursos Humanos,Fortaleza,CC049,Afternoon,EMP_00324
EMP_29398,Engenheiro de Dados,Financeiro,Belo Horizonte,CC011,Morning,EMP_00490
EMP_29399,Estagiário,Financeiro,Salvador,CC047,Afternoon,EMP_00465
EMP_29400,Gerente de RH,Marketing,Fortaleza,CC026,Morning,EMP_00263
EMP_29401,Desenvolvedor Python,TI,Belo Horizonte,CC028,Night,EMP_00767
EMP_29402,Diretor de Operações,Recursos Humanos,Salvador,CC002,Morning,EMP_00739
EMP_29403,Gerente de RH,Financeiro,Fortaleza,CC046,Morning,EMP_00239
EMP_29404,Analista Financeiro,TI,Fortaleza,CC034,Morning,EMP_00771
EMP_29405,Analista Financeiro,TI,Porto Alegre,CC042,Morning,EMP_00136
EMP_29406,Analista Financeiro,Financeiro,Fortaleza,CC048,Morning,EMP_00712
EMP_29407,Consultor de BI,TI,São Paulo,CC006,Morning,EMP_00815
EMP_29408,Desenvolvedor Python,Vendas,São Paulo,CC040,Morning,EMP_00845
EMP_29409,Gerente de RH,Vendas,Belo Horizonte,CC002,Afternoon,EMP_00392
EMP_29410,Diretor de Operações,Jurídico,São Paulo,CC036,Morning,EMP_00985
EMP_29411,Analista de Dados,Jurídico,Fortaleza,CC027,Morning,EMP_00984
EMP_29412,Engenheiro de Dados,Jurídico,São Paulo,CC022,Morning,EMP_00780
EMP_29413,Engenheiro de Dados,Recursos Humanos,Rio de Janeiro,CC004,Morning,EMP_00306
EMP_29414,Coordenador de TI,Jurídico,Belo Horizonte,CC038,Morning,EMP_00883
EMP_29415,Analista de Dados,Recursos Humanos,Curitiba,CC009,Morning,EMP_00728
EMP_29416,Coordenador de TI,Marketing,Belo Horizonte,CC034,Night,EMP_00613
EMP_29417,Consultor de BI,Financeiro,Porto Alegre,CC041,Afternoon,EMP_00643
EMP_29418,Auxiliar Administrativo,Marketing,Belo Horizonte,CC019,Morning,EMP_00793
EMP_29419,Engenheiro de Dados,Recursos Humanos,São Paulo,CC024,Afternoon,EMP_00338
EMP_29420,Engenheiro de Dados,Recursos Humanos,Porto Alegre,CC033,Afternoon,EMP_00251
EMP_29421,Analista Financeiro,TI,São Paulo,CC004,Morning,EMP_00744
EMP_29422,Estagiário,Recursos Humanos,São Paulo,CC014,Morning,EMP_00299
EMP_29423,Analista Financeiro,Operações,Porto Alegre,CC005,Morning,EMP_00735
EMP_29424,Consultor de BI,TI,Rio de Janeiro,CC001,Night,EMP_00366
EMP_29425,Analista de Dados,Vendas,Rio de Janeiro,CC013,Afternoon,EMP_00507
EMP_29426,Gerente de RH,Marketing,Porto Alegre,CC013,Morning,EMP_00356
EMP_29427,Gerente de RH,Operações,Fortaleza,CC005,Morning,EMP_00420
EMP_29428,Analista Financeiro,Vendas,Rio de Janeiro,CC007,Morning,EMP_00209
EMP_29429,Auxiliar Administrativo,Financeiro,Curitiba,CC007,Morning,EMP_00569
EMP_29430,Estagiário,Jurídico,Rio de Janeiro,CC017,Morning,EMP_00078
EMP_29431,Coordenador de TI,Marketing,Fortaleza,CC050,Afternoon,EMP_00562
EMP_29432,Gerente de RH,Recursos Humanos,Porto Alegre,CC011,Morning,EMP_00083
EMP_29433,Engenheiro de Dados,TI,Fortaleza,CC029,Morning,EMP_00507
EMP_29434,Diretor de Operações,Marketing,Porto Alegre,CC036,Morning,EMP_00684
EMP_29435,Engenheiro de Dados,Vendas,Rio de Janeiro,CC026,Morning,EMP_00166
EMP_29436,Auxiliar Administrativo,Recursos Humanos,Fortaleza,CC014,Morning,EMP_00098
EMP_29437,Auxiliar Administrativo,Operações,Salvador,CC046,Morning,EMP_00906
EMP_29438,Analista de Dados,Vendas,Curitiba,CC038,Morning,EMP_00226
EMP_29439,Analista de Dados,Recursos Humanos,Belo Horizonte,CC019,Afternoon,EMP_00608
EMP_29440,Diretor de Operações,Recursos Humanos,Curitiba,CC041,Morning,EMP_00765
EMP_29441,Analista Financeiro,TI,Belo Horizonte,CC007,Night,EMP_00896
EMP_29442,Gerente de RH,TI,Salvador,CC007,Morning,EMP_00411
EMP_29443,Coordenador de TI,Vendas,Rio de Janeiro,CC030,Afternoon,EMP_00752
EMP_29444,Gerente de RH,Marketing,São Paulo,CC009,Morning,EMP_00100
EMP_29445,Diretor de Operações,Recursos Humanos,Fortaleza,CC017,Morning,EMP_00543
EMP_29446,Consultor de BI,Financeiro,Curitiba,CC012,Morning,EMP_00540
EMP_29447,Diretor de Operações,TI,Rio de Janeiro,CC049,Morning,EMP_00855
EMP_29448,Analista de Dados,Jurídico,Belo Horizonte,CC018,Afternoon,EMP_00403
EMP_29449,Estagiário,Vendas,Curitiba,CC023,Afternoon,EMP_00714
EMP_29450,Auxiliar Administrativo,Financeiro,Salvador,CC036,Morning,EMP_00097
EMP_29451,Engenheiro de Dados,Recursos Humanos,Curitiba,CC025,Morning,EMP_00486
EMP_29452,Gerente de RH,Marketing,Curitiba,CC044,Morning,EMP_00070
EMP_29453,Diretor de Operações,TI,São Paulo,CC016,Morning,EMP_00019
EMP_29454,Coordenador de TI,Financeiro,Rio de Janeiro,CC023,Afternoon,EMP_00319
EMP_29455,Engenheiro de Dados,Jurídico,Rio de Janeiro,CC034,Morning,EMP_00439
EMP_29456,Gerente de RH,Jurídico,São Paulo,CC012,Morning,EMP_00499
EMP_29457,Analista Financeiro,Jurídico,Curitiba,CC016,Morning,EMP_00104
EMP_29458,Consultor de BI,TI,Belo Horizonte,CC012,Afternoon,EMP_00148
EMP_29459,Auxiliar Administrativo,Jurídico,Porto Alegre,CC004,Afternoon,EMP_00105
EMP_29460,Analista Financeiro,Vendas,Fortaleza,CC020,Morning,EMP_00129
EMP_29461,Analista Financeiro,Financeiro,Salvador,CC024,Morning,EMP_00064
EMP_29462,Estagiário,Financeiro,Belo Horizonte,CC033,Morning,EMP_00359
EMP_29463,Coordenador de TI,Jurídico,Salvador,CC013,Morning,EMP_00277
EMP_29464,Engenheiro de Dados,TI,Fortaleza,CC017,Afternoon,EMP_00882
EMP_29465,Desenvolvedor Python,TI,São Paulo,CC017,Afternoon,EMP_00814
EMP_29466,Coordenador de TI,Recursos Humanos,Rio de Janeiro,CC009,Morning,EMP_00876
EMP_29467,Engenheiro de Dados,TI,Porto Alegre,CC045,Morning,EMP_00765
EMP_29468,Estagiário,Jurídico,Belo Horizonte,CC029,Afternoon,EMP_00387
EMP_29469,Coordenador de TI,Recursos Humanos,Porto Alegre,CC031,Morning,EMP_00200
EMP_29470,Desenvolvedor Python,Marketing,Belo Horizonte,CC034,Night,EMP_00244
EMP_29471,Gerente de RH,Jurídico,Rio de Janeiro,CC027,Morning,EMP_00836
EMP_29472,Estagiário,Marketing,Fortaleza,CC001,Night,EMP_00771
EMP_29473,Estagiário,Jurídico,São Paulo,CC015,Morning,EMP_00440
EMP_29474,Desenvolvedor Python,Jurídico,Porto Alegre,CC048,Afternoon,EMP_00056
EMP_29475,Desenvolvedor Python,Operações,Curitiba,CC009,Afternoon,EMP_00475
EMP_29476,Desenvolvedor Python,Jurídico,Rio de Janeiro,CC003,Morning,EMP_00106
EMP_29477,Desenvolvedor Python,Operações,Fortaleza,CC014,Morning,EMP_00768
EMP_29478,Coordenador de TI,Financeiro,Rio de Janeiro,CC042,Morning,EMP_00812
EMP_29479,Diretor de Operações,Marketing,Rio de Janeiro,CC016,Afternoon,EMP_00650
EMP_29480,Diretor de Operações,TI,São Paulo,CC048,Morning,EMP_00219
EMP_29481,Analista Financeiro,Marketing,Curitiba,CC006,Afternoon,EMP_00960
EMP_29482,Analista Financeiro,Operações,Porto Alegre,CC038,Afternoon,EMP_00984
EMP_29483,Estagiário,TI,São Paulo,CC004,Morning,EMP_00073
EMP_29484,Engenheiro de Dados,TI,Belo Horizonte,CC048,Morning,EMP_00747
EMP_29485,Desenvolvedor Python,Recursos Humanos,Salvador,CC008,Afternoon,EMP_00814
EMP_29486,Coordenador de TI,Financeiro,Porto Alegre,CC044,Night,EMP_00431
EMP_29487,Desenvolvedor Python,TI,Porto Alegre,CC049,Morning,EMP_00949
EMP_29488,Consultor de BI,Financeiro,Rio de Janeiro,CC036,Morning,EMP_00408
EMP_29489,Gerente de RH,Jurídico,Porto Alegre,CC027,Morning,EMP_00282
EMP_29490,Engenheiro de Dados,Recursos Humanos,São Paulo,CC011,Morning,EMP_00831
EMP_29491,Diretor de Operações,TI,Fortaleza,CC021,Morning,EMP_00690
EMP_29492,Engenheiro de Dados,Marketing,Fortaleza,CC026,Morning,EMP_00466
EMP_29493,Diretor de Operações,TI,São Paulo,CC027,Morning,EMP_00924
EMP_29494,Auxiliar Administrativo,Financeiro,Salvador,CC028,Morning,EMP_00874
EMP_29495,Desenvolvedor Python,TI,Curitiba,CC038,Morning,EMP_00712
EMP_29496,Auxiliar Administrativo,Jurídico,Salvador,CC016,Morning,EMP_00632
EMP_29497,Coordenador de TI,Vendas,Salvador,CC012,Morning,EMP_00793
EMP_29498,Analista de Dados,TI,Curitiba,CC035,Morning,EMP_00976
EMP_29499,Engenheiro de Dados,Marketing,Rio de Janeiro,CC023,Afternoon,EMP_00324
EMP_29500,Coordenador de TI,Financeiro,Salvador,CC014,Night,EMP_00407
EMP_29501,Consultor de BI,Marketing,Fortaleza,CC035,Morning,EMP_00760
EMP_29502,Desenvolvedor Python,TI,São Paulo,CC016,Morning,EMP_00711
EMP_29503,Consultor de BI,Vendas,Porto Alegre,CC034,Afternoon,EMP_00637
EMP_29504,Auxiliar Administrativo,Recursos Humanos,Porto Alegre,CC003,Afternoon,EMP_00445
EMP_29505,Analista de Dados,Financeiro,Curitiba,CC027,Afternoon,EMP_00942
EMP_29506,Desenvolvedor Python,TI,Porto Alegre,CC035,Morning,EMP_00806
EMP_29507,Auxiliar Administrativo,Marketing,Porto Alegre,CC050,Morning,EMP_00535
EMP_29508,Gerente de RH,Operações,Curitiba,CC002,Afternoon,EMP_00852
EMP_29509,Gerente de RH,Financeiro,Fortaleza,CC019,Morning,EMP_00553
EMP_29510,Consultor de BI,Jurídico,São Paulo,CC036,Morning,EMP_00690
EMP_29511,Coordenador de TI,TI,Belo Horizonte,CC020,Afternoon,EMP_00119
EMP_29512,Gerente de RH,Vendas,Belo Horizonte,CC026,Morning,EMP_00885
EMP_29513,Engenheiro de Dados,Financeiro,Belo Horizonte,CC035,Morning,EMP_00735
EMP_29514,Consultor de BI,Jurídico,Salvador,CC039,Morning,EMP_00314
EMP_29515,Coordenador de TI,Operações,Porto Alegre,CC030,Afternoon,EMP_00338
EMP_29516,Gerente de RH,Recursos Humanos,Salvador,CC007,Morning,EMP_00003
EMP_29517,Analista Financeiro,Recursos Humanos,Curitiba,CC045,Afternoon,EMP_00280
EMP_29518,Auxiliar Administrativo,Jurídico,Salvador,CC048,Morning,EMP_00558
EMP_29519,Coordenador de TI,Jurídico,Porto Alegre,CC020,Morning,EMP_00180
EMP_29520,Auxiliar Administrativo,TI,São Paulo,CC049,Morning,EMP_00926
EMP_29521,Desenvolvedor Python,Marketing,Curitiba,CC022,Night,EMP_00573
EMP_29522,Engenheiro de Dados,Recursos Humanos,Curitiba,CC012,Afternoon,EMP_00856
EMP_29523,Engenheiro de Dados,Recursos Humanos,Salvador,CC020,Afternoon,EMP_00495
EMP_29524,Analista Financeiro,Recursos Humanos,Porto Alegre,CC048,Morning,EMP_00683
EMP_29525,Consultor de BI,Vendas,Porto Alegre,CC013,Night,EMP_00016
EMP_29526,Gerente de RH,TI,Belo Horizonte,CC002,Morning,EMP_00734
EMP_29527,Diretor de Operações,Operações,Porto Alegre,CC045,Morning,EMP_00954
EMP_29528,Coordenador de TI,Recursos Humanos,Porto Alegre,CC024,Morning,EMP_00424
EMP_29529,Engenheiro de Dados,Financeiro,Belo Horizonte,CC046,Morning,EMP_00359
EMP_29530,Consultor de BI,Financeiro,Salvador,CC013,Morning,EMP_00106
EMP_29531,Auxiliar Administrativo,Recursos Humanos,Porto Alegre,CC042,Night,EMP_00508
EMP_29532,Diretor de Operações,Jurídico,Salvador,CC013,Morning,EMP_00397
EMP_29533,Consultor de BI,TI,Porto Alegre,CC017,Morning,EMP_00702
EMP_29534,Estagiário,Marketing,Belo Horizonte,CC008,Morning,EMP_00831
EMP_29535,Gerente de RH,Operações,Fortaleza,CC046,Morning,EMP_00538
EMP_29536,Consultor de BI,Vendas,Fortaleza,CC029,Morning,EMP_00652
EMP_29537,Gerente de RH,Financeiro,Salvador,CC034,Morning,EMP_00440
EMP_29538,Diretor de Operações,Financeiro,Belo Horizonte,CC024,Afternoon,EMP_00614
EMP_29539,Auxiliar Administrativo,Jurídico,Rio de Janeiro,CC046,Morning,EMP_00122
EMP_29540,Auxiliar Administrativo,Financeiro,Curitiba,CC023,Afternoon,EMP_00049
EMP_29541,Auxiliar Administrativo,Operações,Porto Alegre,CC033,Afternoon,EMP_00807
EMP_29542,Coordenador de TI,Marketing,Curitiba,CC015,Night,EMP_00822
EMP_29543,Diretor de Operações,Financeiro,Curitiba,CC006,Morning,EMP_00278
EMP_29544,Coordenador de TI,TI,Rio de Janeiro,CC026,Morning,EMP_00549
EMP_29545,Gerente de RH,Marketing,Salvador,CC038,Night,EMP_00311
EMP_29546,Analista Financeiro,Operações,Belo Horizonte,CC035,Morning,EMP_00522
EMP_29547,Engenheiro de Dados,Jurídico,Belo Horizonte,CC036,Morning,EMP_00589
EMP_29548,Desenvolvedor Python,Vendas,Rio de Janeiro,CC024,Afternoon,EMP_00447
EMP_29549,Coordenador de TI,Marketing,Fortaleza,CC037,Morning,EMP_00068
EMP_29550,Analista Financeiro,Marketing,Salvador,CC011,Morning,EMP_00982
EMP_29551,Analista de Dados,Financeiro,Curitiba,CC014,Night,EMP_00064
EMP_29552,Desenvolvedor Python,Marketing,Salvador,CC031,Morning,EMP_00695
EMP_29553,Gerente de RH,Financeiro,Rio de Janeiro,CC045,Morning,EMP_00195
EMP_29554,Auxiliar Administrativo,TI,Curitiba,CC036,Morning,EMP_00889
EMP_29555,Auxiliar Administrativo,Recursos Humanos,Curitiba,CC003,Afternoon,EMP_00612
EMP_29556,Engenheiro de Dados,Operações,Belo Horizonte,CC028,Morning,EMP_00557
EMP_29557,Engenheiro de Dados,Operações,Salvador,CC015,Morning,EMP_00597
EMP_29558,Engenheiro de Dados,Marketing,Belo Horizonte,CC045,Morning,EMP_00177
EMP_29559,Analista Financeiro,Recursos Humanos,São Paulo,CC027,Afternoon,EMP_00852
EMP_29560,Auxiliar Administrativo,Financeiro,Salvador,CC015,Morning,EMP_00665
EMP_29561,Auxiliar Administrativo,Financeiro,Rio de Janeiro,CC007,Afternoon,EMP_00754
EMP_29562,Gerente de RH,Jurídico,Curitiba,CC029,Morning,EMP_00893
EMP_29563,Desenvolvedor Python,Financeiro,Fortaleza,CC029,Morning,EMP_00525
EMP_29564,Desenvolvedor Python,Vendas,Fortaleza,CC022,Morning,EMP_00294
EMP_29565,Coordenador de TI,Vendas,São Paulo,CC033,Afternoon,EMP_00050
EMP_29566,Estagiário,Jurídico,Belo Horizonte,CC041,Morning,EMP_00358
EMP_29567,Coordenador de TI,Jurídico,São Paulo,CC025,Afternoon,EMP_00897
EMP_29568,Analista de Dados,Financeiro,Rio de Janeiro,CC050,Afternoon,EMP_00698
EMP_29569,Auxiliar Administrativo,Marketing,Curitiba,CC031,Afternoon,EMP_00910
EMP_29570,Analista Financeiro,Jurídico,Belo Horizonte,CC049,Morning,EMP_00925
EMP_29571,Coordenador de TI,Jurídico,Belo Horizonte,CC045,Morning,EMP_00819
EMP_29572,Analista de Dados,Recursos Humanos,Salvador,CC017,Morning,EMP_00199
EMP_29573,Analista Financeiro,Marketing,Belo Horizonte,CC018,Morning,EMP_00370
EMP_29574,Engenheiro de Dados,Operações,Salvador,CC046,Morning,EMP_00533
EMP_29575,Auxiliar Administrativo,TI,Curitiba,CC047,Afternoon,EMP_00046
EMP_29576,Analista Financeiro,Vendas,Belo Horizonte,CC037,Morning,EMP_00715
EMP_29577,Auxiliar Administrativo,Recursos Humanos,São Paulo,CC050,Night,EMP_00031
EMP_29578,Gerente de RH,Vendas,Rio de Janeiro,CC050,Morning,EMP_00641
EMP_29579,Coordenador de TI,Financeiro,Belo Horizonte,CC028,Afternoon,EMP_00316
EMP_29580,Gerente de RH,Jurídico,Belo Horizonte,CC014,Afternoon,EMP_00957
EMP_29581,Gerente de RH,Vendas,Fortaleza,CC029,Morning,EMP_00842
EMP_29582,Consultor de BI,Vendas,Curitiba,CC016,Afternoon,EMP_00011
EMP_29583,Desenvolvedor Python,Operações,Salvador,CC013,Afternoon,EMP_00394
EMP_29584,Estagiário,Financeiro,São Paulo,CC031,Afternoon,EMP_00707
EMP_29585,Gerente de RH,Marketing,Rio de Janeiro,CC022,Morning,EMP_00425
EMP_29586,Analista de Dados,Financeiro,Rio de Janeiro,CC006,Morning,EMP_00384
EMP_29587,Analista Financeiro,Financeiro,Porto Alegre,CC019,Morning,EMP_00139
EMP_29588,Desenvolvedor Python,Marketing,Porto Alegre,CC040,Morning,EMP_00705
EMP_29589,Auxiliar Administrativo,TI,Rio de Janeiro,CC017,Morning,EMP_00241
EMP_29590,Desenvolvedor Python,Jurídico,Rio de Janeiro,CC014,Morning,EMP_00361
EMP_29591,Analista de Dados,Financeiro,São Paulo,CC043,Morning,EMP_00765
EMP_29592,Coordenador de TI,TI,Curitiba,CC035,Afternoon,EMP_00296
EMP_29593,Auxiliar Administrativo,TI,Curitiba,CC045,Morning,EMP_00821
EMP_29594,Auxiliar Administrativo,Operações,Belo Horizonte,CC025,Morning,EMP_00476
EMP_29595,Analista Financeiro,Operações,Salvador,CC003,Morning,EMP_00830
EMP_29596,Auxiliar Administrativo,Financeiro,Salvador,CC009,Night,EMP_00780
EMP_29597,Estagiário,Marketing,Fortaleza,CC043,Morning,EMP_00269
EMP_29598,Diretor de Operações,Operações,Porto Alegre,CC027,Morning,EMP_00392
EMP_29599,Auxiliar Administrativo,Recursos Humanos,Curitiba,CC020,Afternoon,EMP_00773
EMP_29600,Gerente de RH,Jurídico,Fortaleza,CC035,Afternoon,EMP_00556
EMP_29601,Engenheiro de Dados,Operações,Porto Alegre,CC025,Morning,EMP_00170
EMP_29602,Diretor de Operações,Financeiro,São Paulo,CC020,Morning,EMP_00750
EMP_29603,Diretor de Operações,Marketing,Porto Alegre,CC031,Morning,EMP_00343
EMP_29604,Engenheiro de Dados,TI,São Paulo,CC048,Morning,EMP_00608
EMP_29605,Gerente de RH,Vendas,Rio de Janeiro,CC043,Morning,EMP_00555
EMP_29606,Consultor de BI,Recursos Humanos,Porto Alegre,CC031,Morning,EMP_00860
EMP_29607,Engenheiro de Dados,Jurídico,Porto Alegre,CC009,Afternoon,EMP_00619
EMP_29608,Analista Financeiro,TI,Belo Horizonte,CC013,Afternoon,EMP_00464
EMP_29609,Diretor de Operações,Jurídico,Fortaleza,CC035,Morning,EMP_00761
EMP_29610,Diretor de Operações,Operações,Fortaleza,CC027,Afternoon,EMP_00862
EMP_29611,Estagiário,Marketing,Salvador,CC012,Afternoon,EMP_00109
EMP_29612,Estagiário,Operações,Fortaleza,CC038,Morning,EMP_00364
EMP_29613,Auxiliar Administrativo,Jurídico,Porto Alegre,CC005,Afternoon,EMP_00322
EMP_29614,Coordenador de TI,Vendas,Curitiba,CC003,Night,EMP_00124
EMP_29615,Engenheiro de Dados,Vendas,Rio de Janeiro,CC041,Morning,EMP_00859
EMP_29616,Gerente de RH,Jurídico,Salvador,CC027,Night,EMP_00230
EMP_29617,Auxiliar Administrativo,TI,Salvador,CC027,Afternoon,EMP_00215
EMP_29618,Diretor de Operações,Operações,Belo Horizonte,CC017,Morning,EMP_00463
EMP_29619,Consultor de BI,Marketing,Curitiba,CC021,Morning,EMP_00034
EMP_29620,Coordenador de TI,Marketing,São Paulo,CC004,Morning,EMP_00019
EMP_29621,Consultor de BI,TI,Curitiba,CC044,Night,EMP_00821
EMP_29622,Diretor de Operações,Recursos Humanos,São Paulo,CC029,Morning,EMP_00102
EMP_29623,Analista de Dados,Vendas,São Paulo,CC031,Morning,EMP_00360
EMP_29624,Diretor de Operações,Operações,Rio de Janeiro,CC026,Night,EMP_00269
EMP_29625,Desenvolvedor Python,Vendas,Belo Horizonte,CC024,Morning,EMP_00469
EMP_29626,Analista Financeiro,TI,Fortaleza,CC040,Morning,EMP_00050
EMP_29627,Coordenador de TI,Financeiro,Rio de Janeiro,CC013,Afternoon,EMP_00693
EMP_29628,Analista de Dados,Operações,Salvador,CC006,Morning,EMP_00604
EMP_29629,Analista de Dados,Recursos Humanos,Curitiba,CC002,Morning,EMP_00833
EMP_29630,Gerente de RH,Operações,Curitiba,CC014,Afternoon,EMP_00343
EMP_29631,Gerente de RH,Operações,Salvador,CC001,Afternoon,EMP_00287
EMP_29632,Coordenador de TI,Marketing,Salvador,CC010,Night,EMP_00567
EMP_29633,Desenvolvedor Python,Marketing,Belo Horizonte,CC048,Afternoon,EMP_00407
EMP_29634,Estagiário,Recursos Humanos,Rio de Janeiro,CC003,Afternoon,EMP_00325
